COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
501,20240313,S,1085,594,530,605,1298,3883,7540,8643,8081,7966,7793,8245,8159,8369,8280,8020,6350,5516,6172,5015,4151,3757,2265,1491,3/13/2024
501,20240314,P,634,551,474,499,705,1288,1865,1869,1591,1600,1642,1729,2056,2080,2204,2270,2379,2079,1869,1522,1276,1105,981,601,3/14/2024
501,20240314,S,788,560,552,506,732,1395,1950,1918,1771,1698,1738,1981,2127,2237,2446,2566,2488,2293,1999,1547,1323,1140,964,810,3/14/2024
501,20240315,P,413,389,384,493,851,2033,3268,4134,4329,4746,5221,5484,6218,6604,6966,6945,7355,7271,6942,5539,4456,4040,3308,2249,3/15/2024
501,20240315,S,644,476,428,545,824,1842,3350,4396,4983,5331,5596,6273,6574,6809,7604,8120,8000,7698,7018,5575,4456,4784,3984,2861,3/15/2024
501,20240316,P,1434,964,812,642,818,1823,2555,3731,5259,6539,7166,7477,7025,6936,6891,6866,7355,7343,7109,6219,5704,4941,4061,2735,3/16/2024
501,20240316,S,2000,1471,1191,735,815,1289,2231,3808,4824,6497,7299,7934,8134,8389,8399,8509,8664,8368,8245,6051,4935,5603,5067,3527,3/16/2024
501,20240317,P,2038,1384,1084,713,635,1350,2164,2526,3506,5166,6470,7667,7559,7516,7138,7239,6961,6745,5819,4968,4336,3175,2219,1249,3/17/2024
501,20240317,S,2600,2293,1779,845,745,958,1577,2137,3243,4984,6570,7483,8171,8249,8593,8482,8138,7316,6607,5265,4680,3674,2792,1781,3/17/2024
501,20240318,P,834,538,517,704,1215,3815,6895,7744,7872,6424,6985,7236,6595,6280,6385,5365,4936,5543,5664,5031,4189,3247,2021,1191,3/18/2024
501,20240318,S,1085,803,596,560,1250,3764,7241,8410,8305,7882,7244,7717,7829,7753,8424,8789,8608,8336,7153,5506,4381,3462,2477,1543,3/18/2024
501,20240319,P,704,468,390,647,1280,4010,7629,8134,8006,7332,7513,4834,5005,6258,6169,5069,4331,4939,6449,6399,4866,3575,2414,1318,3/19/2024
501,20240319,S,848,573,524,552,1266,3774,7539,8592,8278,7930,7639,7710,7769,7847,8527,8645,8584,7954,7281,6051,5203,4248,3150,1728,3/19/2024
501,20240320,P,818,639,481,619,1296,3905,7500,8021,7896,7563,7595,7410,6751,6803,6159,5220,4981,5014,6098,6197,5097,3790,2667,1558,3/20/2024
501,20240320,S,1862,1354,540,600,1362,3950,7827,8667,8292,7942,7758,7942,7925,8131,8561,8797,8457,8347,8166,6688,5418,4305,3153,2435,3/20/2024
501,20240321,P,970,595,493,655,1308,3774,7512,7840,7293,7175,5990,5830,4910,6756,5809,4891,3738,4562,7165,6461,5094,4107,2836,1530,3/21/2024
501,20240321,S,2104,858,627,618,1246,3948,7667,8509,8299,7883,7758,8123,7758,8108,8515,8671,7928,7530,6922,6604,5553,6130,4029,2253,3/21/2024
501,20240322,P,899,592,509,615,1151,3017,6250,7137,7543,6825,7370,6635,6654,6422,5189,5222,5474,6126,7428,6869,5398,4396,3756,2541,3/22/2024
501,20240322,S,1298,948,716,617,1297,3487,6907,8197,8108,7822,7695,7965,8022,8166,8364,8390,8375,8357,7997,6620,6301,6392,5137,3121,3/22/2024
501,20240323,P,1436,1026,828,679,785,1717,2914,4180,5382,7253,7530,7174,6961,6500,7260,7159,6972,7773,7698,6325,5629,4724,3753,2639,3/23/2024
501,20240323,S,2233,1678,1369,727,849,1385,2675,4509,5902,7358,8292,8398,8298,8029,8418,8566,8491,8187,7930,6899,5561,6234,5064,3590,3/23/2024
501,20240324,P,1831,1204,1018,733,715,1216,2028,2516,3699,5823,7510,8036,7635,7471,7468,5938,6098,5718,4852,3481,2580,1999,1286,824,3/24/2024
501,20240324,S,2423,2246,1757,854,719,856,1613,2465,3521,5175,6746,7721,8002,8081,8274,7764,7424,6019,5296,3783,3106,2331,1753,1224,3/24/2024
501,20240325,P,445,431,396,578,1036,2525,4018,5252,5144,5475,5836,6019,6078,6320,6622,6734,5924,6884,6136,4064,3480,2779,1918,1247,3/25/2024
501,20240325,S,903,620,606,575,938,2395,4346,5345,5420,5604,6007,6266,6553,6731,7758,8141,8331,8055,6260,4655,3956,4701,2572,1376,3/25/2024
501,20240326,P,652,471,390,628,1245,3724,7267,8424,7995,7722,7710,7631,7311,6672,6204,5232,5117,5220,7237,5453,4293,3410,2329,1255,3/26/2024
501,20240326,S,819,556,487,503,1214,3808,7429,8507,7696,7585,7564,7628,8040,8236,8552,8822,8267,8109,7865,5919,4792,4975,4102,1676,3/26/2024
501,20240327,P,705,509,427,620,1244,3977,7633,8023,8162,7681,7399,7749,7038,7044,6059,5334,4558,4699,7109,6637,4667,3845,2491,1354,3/27/2024
501,20240327,S,918,583,481,559,1230,3922,7637,8529,8119,7689,7740,8026,8081,8151,8867,8391,7590,8491,7950,6411,5311,4285,4747,2316,3/27/2024
501,20240328,P,803,604,461,667,1280,3824,7310,5202,5322,7951,7307,7835,7453,7211,6344,5552,5035,5871,6946,6077,5210,3993,2807,1648,3/28/2024
501,20240328,S,1106,755,635,623,1241,4098,7846,8294,7768,7987,7751,7951,8205,8252,8600,7693,8394,8270,8357,6655,5656,4957,5497,2237,3/28/2024
501,20240329,P,896,647,580,635,1208,3407,6634,7146,7234,7110,7277,7332,6857,6831,5867,5151,4105,3786,6778,6431,5424,4415,3495,2350,3/29/2024
501,20240329,S,1305,905,738,665,1187,3570,7058,7919,8116,7848,8000,8193,8277,8500,8553,8491,8123,7996,7970,6889,5628,6176,4664,3110,3/29/2024
501,20240330,P,1522,1079,888,671,794,1548,2850,4054,5789,7242,7698,7052,7023,7051,6970,7539,6485,7709,7280,6322,5579,4819,3903,2875,3/30/2024
501,20240330,S,2171,1721,1238,758,774,1230,2478,4275,5612,7241,7802,8170,8170,8296,8414,8277,8634,8394,8260,8273,6116,5642,5235,3719,3/30/2024
501,20240331,P,2238,1259,902,737,788,1034,1649,2323,3467,5707,7103,7065,7755,6915,7000,7298,6976,7372,7047,6500,5438,3830,2267,1300,3/31/2024
501,20240331,S,2764,2085,1774,825,720,776,1402,2496,3689,5933,7838,8363,8538,8223,8499,8593,8813,8141,5205,5424,5332,3808,2499,1655,3/31/2024
501,20240401,P,804,499,485,648,1274,3696,7241,8565,8121,7630,7422,7500,7504,6700,6064,5982,4750,5585,5790,4552,3772,2728,1901,1053,4/1/2024
501,20240401,S,987,641,536,507,1209,3714,7483,8574,8188,7783,7717,7671,8097,7253,8278,8685,7513,7698,6427,4535,4093,3065,2112,1280,4/1/2024
501,20240402,P,624,466,411,627,1271,3920,7716,8316,8008,7470,5517,6060,7032,7239,5310,5411,4787,4838,7127,5964,4859,3764,2579,1229,4/2/2024
501,20240402,S,766,549,509,518,1267,3880,7795,8669,8101,8000,7678,7851,7694,7980,8559,8634,8027,8021,8109,6198,5331,6002,3687,2101,4/2/2024
501,20240403,P,730,513,450,673,1360,4114,7724,7874,8106,7735,7618,7675,7278,6764,6691,5788,4611,4853,6977,6165,5048,4079,2776,1377,4/3/2024
501,20240403,S,1035,646,498,599,1308,4129,8148,8496,8048,7986,7867,8034,8263,8420,8960,9003,8113,7883,8051,6565,5739,4885,3344,1861,4/3/2024
501,20240404,P,768,581,475,616,1287,4020,7665,8157,7537,7383,7619,7755,7182,6525,6184,5408,4729,4975,7369,6610,5255,4253,2811,1549,4/4/2024
501,20240404,S,906,631,593,609,1228,4058,8076,8493,7989,7592,7815,7841,8059,8316,8179,8425,7985,6083,8246,6758,5961,5097,5017,2507,4/4/2024
501,20240405,P,953,661,546,628,1274,3503,7019,7979,7463,7755,7356,7193,6809,6772,6125,5265,5080,6191,6957,6795,5720,4851,4091,2907,4/5/2024
501,20240405,S,1617,984,746,667,1300,3779,7309,8691,7857,8006,7919,8019,8144,8319,8223,8485,8427,8107,8140,7364,6333,7038,5648,3674,4/5/2024
501,20240406,P,1655,1295,900,708,737,1452,2876,4422,5655,7065,7711,7854,6796,7107,7339,6933,7388,7401,7040,5757,5003,4478,3616,2774,4/6/2024
501,20240406,S,3044,2054,1652,922,860,1342,2883,4660,6131,7541,8286,8523,8587,8550,8509,8230,8069,7774,7195,6333,6120,6496,3067,3826,4/6/2024
501,20240407,P,1587,1168,862,642,640,1082,1799,2869,3753,5908,7069,7887,7622,7305,7406,7144,7380,7430,6869,6214,4225,3393,2272,1360,4/7/2024
501,20240407,S,2492,1992,1538,802,683,899,1564,2475,4021,5598,7106,8231,8314,8200,8353,8889,8761,7836,7118,6032,4877,4036,4583,3200,4/7/2024
501,20240408,P,818,534,446,645,1270,3825,7392,6942,6891,7283,7160,6992,7134,6881,6952,5534,5300,3680,5851,5191,3981,3136,1993,1102,4/8/2024
501,20240408,S,1119,691,566,554,1279,3944,7792,8613,8145,7565,7197,7465,7527,7613,8434,8595,8627,8483,7170,5452,4488,3792,2938,1490,4/8/2024
501,20240409,P,692,475,451,660,1353,4151,7849,8209,7545,7734,7463,7294,7344,6160,6182,5625,4886,5012,7149,6361,4644,3659,2481,1373,4/9/2024
501,20240409,S,832,513,483,513,1287,4163,8203,8583,8026,7442,7472,7199,8117,8070,8757,8665,8551,8549,7924,6194,5521,4919,5033,2034,4/9/2024
501,20240410,P,764,554,425,631,1289,3943,7803,8168,7794,7905,7898,7555,7500,7036,6259,4790,3935,5131,7145,6930,4985,3897,2618,1454,4/10/2024
501,20240410,S,928,591,560,576,1293,4181,8313,8858,8309,7585,7884,7716,7820,8433,8739,8766,7833,7381,7743,6315,5556,4466,4360,3125,4/10/2024
501,20240411,P,826,560,450,673,1353,4012,7779,8258,8067,8007,7646,7573,7194,7369,6208,4918,3871,5076,6628,6199,5379,4189,2741,1518,4/11/2024
501,20240411,S,1139,677,541,591,1285,4052,8111,8496,7891,8039,7869,8092,7635,8481,8615,8606,7991,8280,7798,6815,5799,4986,3708,2253,4/11/2024
501,20240412,P,929,637,556,672,1250,3547,7048,7734,7352,7359,6828,6994,6406,6027,4968,5040,4603,5142,6296,6513,5817,4960,3956,2633,4/12/2024
501,20240412,S,1368,925,709,650,1290,3744,7698,8302,8235,8026,8007,8046,8235,8352,8175,8332,8251,8336,7950,6978,6128,6285,5276,3341,4/12/2024
501,20240413,P,1574,1074,897,718,785,1541,3148,4921,5770,6316,7294,6896,7262,7502,7070,6856,6868,6511,7249,6919,5987,5024,4282,3262,4/13/2024
501,20240413,S,2489,1811,1387,763,796,1377,3008,5039,6876,7713,6873,4631,8526,8422,8401,8579,8300,8346,7911,7119,6511,6197,5572,3980,4/13/2024
501,20240414,P,2188,1289,1128,758,691,1111,2071,3205,4544,6292,7058,7871,7112,7347,6050,6129,6901,7237,6575,5448,4691,3569,2251,1298,4/14/2024
501,20240414,S,3179,2116,1786,847,740,957,1871,2772,4123,6013,7333,8045,8493,8312,8222,8391,8039,8024,7113,6131,5254,4111,3095,1795,4/14/2024
501,20240415,P,725,568,428,646,1358,3983,7630,8311,7940,7545,7215,7137,7224,7054,6097,5550,5636,6414,6704,5384,4151,3040,1985,1109,4/15/2024
501,20240415,S,1157,750,597,567,1243,4010,7846,8542,7911,7659,7533,7683,7800,7952,8519,8464,8457,8481,7404,5431,4541,3409,2420,1539,4/15/2024
501,20240416,P,667,470,378,635,1311,3954,7435,8661,8466,7916,7645,7393,7644,6975,6226,5474,5891,5957,6623,6227,4876,3758,2299,1349,4/16/2024
501,20240416,S,843,543,454,525,1191,3869,7870,8980,8335,7446,7880,7720,7343,8310,7709,7083,7995,8456,7735,5635,4873,4165,3141,1716,4/16/2024
501,20240417,P,718,501,442,628,1354,4180,7746,7557,7219,7730,7902,7763,7364,6964,5723,4456,4420,5174,6346,6004,5076,3956,2507,1489,4/17/2024
501,20240417,S,1010,596,507,570,1339,4204,8356,9023,8090,8151,7868,7964,8266,8349,8845,8885,8432,8263,8119,6645,5691,4704,3280,1889,4/17/2024
501,20240418,P,850,578,482,703,1317,3963,7776,8498,7973,7338,6758,7000,7060,6301,5935,5386,5075,5486,6804,5986,4665,3807,2556,1524,4/18/2024
501,20240418,S,1046,677,570,589,1241,3893,7528,8407,7477,7141,7255,6871,8033,8140,8011,8871,8021,7886,7638,5930,5206,4627,5511,2262,4/18/2024
501,20240419,P,867,601,506,637,1196,3487,6764,7672,7588,7501,7560,7162,6901,6131,5454,5004,4034,4690,5716,5953,4919,4006,3266,2253,4/19/2024
501,20240419,S,1351,910,601,647,1212,3595,7105,8294,7988,7654,7676,7957,8210,8329,8464,8387,7480,7128,6731,5908,4759,4386,4844,3202,4/19/2024
501,20240420,P,1453,961,775,668,687,1376,2516,3323,4628,5741,7121,7135,7467,6220,5856,7096,7454,7347,7097,5779,5053,4637,3686,2885,4/20/2024
501,20240420,S,1984,1537,1220,729,697,1124,2077,3629,4874,6026,7070,7407,8069,7809,7305,7815,8094,8133,7350,6186,5592,7911,5817,4286,4/20/2024
501,20240421,P,1877,1281,961,689,720,1037,1891,2710,3995,5595,7018,8134,7676,7630,7186,7343,7364,7575,6477,5373,4929,3614,2378,1610,4/21/2024
501,20240421,S,2672,2106,1626,854,716,861,1576,2473,3775,5632,7056,8181,8165,8395,8356,7848,8882,8259,7300,6154,5651,4640,3421,2248,4/21/2024
501,20240422,P,814,566,500,672,1315,3845,7840,8552,7473,6321,7154,7385,7390,7289,6760,5651,5038,5937,7096,6377,4606,3416,2390,1478,4/22/2024
501,20240422,S,1267,805,612,611,1278,4123,8120,8949,8148,7465,6852,7484,7011,7280,8555,6357,8501,8536,7345,5709,4947,4431,4016,3538,4/22/2024
501,20240423,P,773,495,448,645,1337,4144,7918,8519,8172,8053,7730,7506,7254,7290,6753,5462,4601,5132,4747,3552,4599,3712,2423,1332,4/23/2024
501,20240423,S,1140,687,529,555,1320,4186,8428,8851,7962,7874,7679,7754,8057,8159,8528,8939,8382,8255,7840,6281,5407,4819,3567,1936,4/23/2024
501,20240424,P,746,525,425,657,1346,4131,7927,8260,8002,7745,7491,7350,7248,6713,6014,4745,4736,5038,5840,5982,5411,4220,2784,1542,4/24/2024
501,20240424,S,1150,609,498,600,1392,4332,8224,8448,7436,7693,7739,7959,7978,8074,8736,8785,7949,8444,8375,6343,5964,5761,4251,2589,4/24/2024
501,20240425,P,864,575,501,686,1383,4115,7702,7733,7313,7663,7561,7504,6720,5838,6211,4779,3841,3782,5764,6390,5291,4002,2695,1718,4/25/2024
501,20240425,S,1298,827,626,624,1319,4289,7739,8471,7860,7942,7722,8150,7626,7849,7940,7760,7044,7366,7706,6750,5659,4760,4313,2775,4/25/2024
501,20240426,P,884,658,561,635,1287,3690,7160,7841,6418,7119,7474,7353,6548,6262,5028,4278,3189,3995,6568,6288,4973,4065,3578,2511,4/26/2024
501,20240426,S,1657,1016,779,677,1329,3975,7880,8274,8002,7604,7598,7962,8304,8354,8424,8092,7580,7959,7181,6402,5335,4837,5358,5189,4/26/2024
501,20240427,P,1594,1136,860,595,732,1318,2337,3408,4340,5792,5993,5988,6366,6642,6098,6905,7006,7551,6534,4738,4479,4364,3469,2465,4/27/2024
501,20240427,S,2300,1731,1451,705,724,1140,2144,3340,4631,5594,5874,6261,6474,6808,6968,6869,7331,7200,6452,5439,5007,6586,5376,3508,4/27/2024
501,20240428,P,1627,1150,883,619,704,1215,2064,2879,3813,5922,7700,7883,7703,7346,6971,7162,6920,7349,6364,5337,4618,3486,2461,1366,4/28/2024
501,20240428,S,2195,1779,1480,739,648,1118,1799,2364,3610,5429,7171,7664,8082,7680,7759,9122,8252,7964,6530,5779,5229,4059,3294,2136,4/28/2024
501,20240429,P,849,602,511,643,1369,3932,7228,7187,7116,7341,6900,6786,5781,7001,6895,5658,5367,5749,7385,6429,4340,3042,2225,1268,4/29/2024
501,20240429,S,1297,694,597,571,1242,4228,8097,7919,8348,7908,7420,7720,7612,7908,8696,8845,8725,8489,7189,5584,4682,3622,4267,3159,4/29/2024
501,20240430,P,713,464,442,604,1387,4172,7709,7808,8319,7521,6250,7340,7237,6749,5772,5021,3629,3773,6506,6220,4978,3699,2369,1357,4/30/2024
501,20240430,S,1097,664,522,572,1294,4365,8299,8668,7696,7777,7218,7540,8169,8103,8713,8873,8253,8167,8053,6208,4834,3555,4014,2347,4/30/2024
501,20240501,P,804,504,412,632,1302,4312,7785,8271,8003,7682,7775,6503,6720,7110,6215,5243,4554,4643,6514,5611,5087,3938,2620,1425,5/1/2024
501,20240501,S,1164,742,592,578,1328,4373,8298,8523,7759,7530,7105,7545,7177,7028,6935,8359,7961,8262,8256,5540,5443,4386,3097,1893,5/1/2024
501,20240502,P,808,555,446,658,1363,4115,7756,8186,7930,7497,7696,7355,7248,6658,6335,5335,4765,5221,6385,5836,5290,4266,2725,1477,5/2/2024
501,20240502,S,1190,709,572,620,1308,4256,8374,8607,7899,6801,7388,7624,7196,7130,8576,8566,8489,7491,5456,5957,5779,5046,3779,2586,5/2/2024
501,20240503,P,897,648,515,665,1325,3752,7042,7771,7738,7578,7330,6988,7031,6284,5745,4675,4645,5727,6740,6703,5746,4998,3771,2637,5/3/2024
501,20240503,S,1331,843,681,682,1289,3957,7754,8565,8161,7846,7867,8132,8176,8519,8658,8531,8390,8278,7359,6642,5890,5807,4967,3494,5/3/2024
501,20240504,P,1415,934,709,603,753,1505,3083,4822,6309,7506,7643,6964,6620,7136,6831,7349,7381,7636,7470,6439,5382,4642,4117,3420,5/4/2024
501,20240504,S,2162,1620,1499,806,794,1479,3346,5445,6945,7986,8261,8250,7828,8247,8216,8323,7945,8138,8349,8387,8280,6514,5493,4523,5/4/2024
501,20240505,P,2107,1200,1042,715,710,1145,2008,3252,4570,6288,7214,7673,7583,7559,7408,6888,6344,6386,6389,5372,4761,3799,2357,1536,5/5/2024
501,20240505,S,2858,2399,1765,907,689,963,1880,3072,4623,6788,7986,8508,8280,8131,8217,8547,8386,7824,7589,6263,5529,4699,3658,2133,5/5/2024
501,20240506,P,809,516,483,616,1351,3890,7253,7583,7489,7353,6923,7008,7264,7257,7136,6091,5766,6447,7467,5881,3892,3103,2181,1167,5/6/2024
501,20240506,S,1301,972,688,580,840,2939,7203,8470,7681,7329,7790,7408,7550,7869,7708,8514,8589,8760,6822,5116,4308,3464,4697,2155,5/6/2024
501,20240507,P,653,492,423,605,1385,4134,8090,8497,8367,7806,7634,7659,7380,7278,5671,5124,3916,5210,6331,5642,4895,3781,2422,1452,5/7/2024
501,20240507,S,1012,629,583,549,1285,4254,8336,8284,8256,7724,7111,7700,8108,8389,8589,8892,8343,8191,7654,6085,5617,4990,3195,2102,5/7/2024
501,20240508,P,771,519,421,657,1369,4271,7607,8072,8330,7578,7675,7611,6909,7009,5781,5149,4751,4897,6405,5754,5167,4055,2595,1424,5/8/2024
501,20240508,S,1049,658,535,561,1297,4397,8352,8503,7843,8112,8017,8158,8028,7725,8748,8784,7444,8256,8287,6497,5858,5431,3763,2076,5/8/2024
501,20240509,P,885,550,494,671,1385,4218,7914,8331,8403,7896,7775,7445,6814,6713,6106,4841,4369,4690,6655,6052,5207,4339,2977,1470,5/9/2024
501,20240509,S,1158,767,526,644,1348,4114,8316,8869,8458,7280,7526,7217,7301,8169,8296,8587,7409,7648,8250,6853,5866,4851,3466,2367,5/9/2024
501,20240510,P,902,611,551,680,1234,3530,7002,6218,5163,6616,7242,6807,6673,6262,5868,5105,5116,6181,6986,6879,5718,5287,4581,2923,5/10/2024
501,20240510,S,1285,924,673,660,1236,3745,7495,8369,8431,8057,7879,8188,8352,8647,8598,8589,8405,8171,8061,7516,6562,6418,5391,4219,5/10/2024
501,20240511,P,1803,1260,893,642,791,1563,3212,5025,6433,7261,7613,7082,7146,5813,5859,6456,7055,7283,7597,7066,5690,5457,4430,3124,5/11/2024
501,20240511,S,2573,1980,1611,942,826,1466,3121,5089,6550,7390,8086,6916,6058,8131,8245,8391,8163,8197,7996,7495,6826,7021,6632,2561,5/11/2024
501,20240512,P,1816,1174,977,722,628,1006,1740,2765,3803,5840,6717,6650,7033,6419,7420,7069,7074,6492,5952,5492,4831,4096,2453,1423,5/12/2024
501,20240512,S,2663,2182,1978,1107,813,955,1664,2557,3908,5675,6525,5809,7012,7472,8188,8204,8194,7143,6872,5727,4886,4256,2772,1991,5/12/2024
501,20240513,P,836,524,451,671,1295,4114,7788,7994,7509,7241,7099,7450,7083,6923,6521,5502,5129,6506,8063,5988,4609,3471,2441,1368,5/13/2024
501,20240513,S,1409,796,602,574,1323,4301,8248,8633,8264,7836,7622,7300,7699,7916,8423,8725,8688,8194,6664,5638,4757,3934,5418,2107,5/13/2024
501,20240514,P,715,513,426,657,1397,4382,7942,8365,7890,7700,7445,7345,6282,5947,6249,5070,4382,3839,6149,7029,5293,3589,2472,1749,5/14/2024
501,20240514,S,1055,678,525,626,1320,4483,8531,8794,8042,7871,7624,7958,7910,7540,8438,8097,6901,8099,7700,6183,5395,4041,2988,4526,5/14/2024
501,20240515,P,899,565,478,688,1427,4378,7783,8240,8131,7487,6999,7015,6664,6944,6532,5571,5266,4863,6355,6349,5098,3920,2577,1487,5/15/2024
501,20240515,S,1742,796,544,594,1335,4362,8392,8719,8199,7862,7640,7881,7869,8104,8696,8621,8129,8179,8110,6542,5311,4603,3417,2044,5/15/2024
501,20240516,P,819,552,489,696,1415,4211,7643,7333,7847,7372,6930,6436,5381,6148,5003,4789,4415,4517,5851,6057,5656,4891,2985,1701,5/16/2024
501,20240516,S,1045,642,549,631,1332,4358,8221,8521,7765,7279,7708,7509,7635,7925,8204,8168,7695,7971,8136,6407,5671,5195,3752,2207,5/16/2024
501,20240517,P,963,670,521,699,1338,3942,6965,7315,6848,7098,6716,6452,6584,5437,5655,4852,4526,5407,7000,7150,6032,5448,4124,4123,5/17/2024
501,20240517,S,1382,944,729,650,1336,4098,7869,8380,7512,7373,7216,7795,7909,7779,7698,8054,7836,7644,7620,7305,6235,5936,4677,3798,5/17/2024
501,20240518,P,2509,1292,866,721,827,1677,3101,4873,5945,6699,6790,6621,6343,6363,5613,6078,6317,6550,7282,6585,5687,5126,4581,4514,5/18/2024
501,20240518,S,4753,2088,1551,822,829,1531,3609,5428,6735,7788,7955,8363,8596,8336,8502,8524,8314,8291,8316,7129,6188,5820,5278,5001,5/18/2024
501,20240519,P,2318,1544,1076,744,897,1612,2807,3808,5377,6525,6326,6898,6029,6836,6685,7433,8250,7744,6515,5197,4841,4060,2632,1521,5/19/2024
501,20240519,S,3852,2098,1835,954,793,1113,2141,3376,4976,6814,7782,8206,8255,8391,8276,7991,7961,7908,6916,5543,6188,5723,3385,2712,5/19/2024
501,20240520,P,852,599,486,661,1400,4201,7326,7748,7510,7008,6744,7342,7081,6895,6445,5429,4760,5044,6219,5467,4674,3732,2445,1442,5/20/2024
501,20240520,S,1298,837,654,605,1308,4321,8168,8436,8007,7708,7380,7754,7623,8036,8391,8543,8271,8069,6809,5645,4510,3662,3147,3086,5/20/2024
501,20240521,P,778,504,444,613,1332,4337,7580,7869,7571,6970,7153,7304,7200,5129,4250,4841,4330,4994,6213,5346,4621,3808,2582,1413,5/21/2024
501,20240521,S,1052,652,539,597,1356,4468,8340,8781,7907,7189,7512,6752,7353,6928,7225,7920,7609,7994,7526,5936,5007,4097,3068,1959,5/21/2024
501,20240522,P,813,513,430,652,1403,4342,7577,7503,7874,7620,7240,7274,7269,6369,6337,5070,3634,3979,5977,6053,5587,4411,2897,1531,5/22/2024
501,20240522,S,1085,670,559,613,1327,4522,8346,8384,7701,7419,7116,7635,7776,7520,8172,8611,8262,8125,8120,6546,5858,5044,3660,2064,5/22/2024
501,20240523,P,856,599,475,694,1405,4111,7427,7811,7812,7314,6394,6691,6593,6414,5766,5496,4644,4613,5909,6332,5596,4401,2895,1592,5/23/2024
501,20240523,S,1155,694,605,598,1308,4489,8380,8522,8161,7477,7583,7296,7260,7566,7864,8142,7504,7544,7834,6333,5915,4876,3811,2388,5/23/2024
501,20240524,P,972,767,617,838,1296,3675,6711,7240,6869,7053,6615,6041,6443,5918,5883,5154,5039,6131,7013,6552,5356,4692,3790,2716,5/24/2024
501,20240524,S,1699,1129,765,699,1283,3844,7567,8182,6254,6734,6341,6813,7996,7999,7869,7305,7388,7696,7800,6753,5941,5842,5654,3365,5/24/2024
