DateObserved,ParameterName,AQI,CategoryName
7/22/2024,OZONE,166,Unhealthy
7/22/2024,PM2.5,83,Moderate
7/22/2024,PM10,39,Good
7/23/2024,OZONE,172,Unhealthy
7/23/2024,PM2.5,99,Moderate
7/23/2024,PM10,53,Moderate
7/24/2024,OZONE,174,Unhealthy
7/24/2024,PM2.5,89,Moderate
7/24/2024,PM10,54,Moderate
7/25/2024,OZONE,156,Unhealthy
7/25/2024,PM2.5,80,Moderate
7/25/2024,PM10,51,Moderate
7/26/2024,OZONE,97,Moderate
7/26/2024,PM2.5,68,Moderate
7/26/2024,PM10,38,Good
7/27/2024,OZONE,115,Unhealthy for Sensitive Groups
7/27/2024,PM2.5,43,Good
7/27/2024,PM10,18,Good
7/28/2024,OZONE,97,Moderate
7/28/2024,PM2.5,52,Moderate
7/28/2024,PM10,20,Good
7/29/2024,OZONE,105,Unhealthy for Sensitive Groups
7/29/2024,PM2.5,54,Moderate
7/29/2024,PM10,26,Good
7/30/2024,OZONE,112,Unhealthy for Sensitive Groups
7/30/2024,PM2.5,55,Moderate
7/30/2024,PM10,21,Good
7/31/2024,OZONE,154,Unhealthy
7/31/2024,PM2.5,90,Moderate
7/31/2024,PM10,53,Moderate
8/1/2024,OZONE,156,Unhealthy
8/1/2024,PM2.5,123,Unhealthy for Sensitive Groups
8/1/2024,PM10,55,Moderate
8/2/2024,OZONE,161,Unhealthy
8/2/2024,PM2.5,81,Moderate
8/2/2024,PM10,50,Good
8/3/2024,OZONE,140,Unhealthy for Sensitive Groups
8/3/2024,PM2.5,52,Moderate
8/3/2024,PM10,24,Good
8/4/2024,OZONE,112,Unhealthy for Sensitive Groups
8/4/2024,PM2.5,46,Good
8/4/2024,PM10,22,Good
8/5/2024,OZONE,84,Moderate
8/5/2024,PM2.5,36,Good
8/5/2024,PM10,27,Good
8/6/2024,OZONE,119,Unhealthy for Sensitive Groups
8/6/2024,PM2.5,33,Good
8/6/2024,PM10,15,Good
8/7/2024,OZONE,100,Moderate
8/7/2024,PM2.5,51,Moderate
8/7/2024,PM10,25,Good
8/8/2024,OZONE,50,Good
8/8/2024,PM2.5,52,Moderate
8/8/2024,PM10,15,Good
8/9/2024,OZONE,35,Good
8/9/2024,PM2.5,55,Moderate
8/9/2024,PM10,15,Good
8/10/2024,OZONE,58,Moderate
8/10/2024,PM2.5,62,Moderate
8/10/2024,PM10,24,Good
8/11/2024,OZONE,46,Good
8/11/2024,PM2.5,44,Good
8/11/2024,PM10,13,Good
8/12/2024,OZONE,80,Moderate
8/12/2024,PM2.5,52,Moderate
8/12/2024,PM10,20,Good
8/13/2024,OZONE,49,Good
8/13/2024,PM2.5,34,Good
8/13/2024,PM10,17,Good
8/14/2024,OZONE,51,Moderate
8/14/2024,PM2.5,22,Good
8/14/2024,PM10,15,Good
8/15/2024,OZONE,77,Moderate
8/15/2024,PM2.5,22,Good
8/15/2024,PM10,18,Good
8/16/2024,OZONE,100,Moderate
8/16/2024,PM2.5,34,Good
8/16/2024,PM10,19,Good
8/17/2024,OZONE,71,Moderate
8/17/2024,PM2.5,21,Good
8/17/2024,PM10,14,Good
8/18/2024,OZONE,67,Moderate
8/18/2024,PM2.5,17,Good
8/18/2024,PM10,10,Good
8/19/2024,OZONE,84,Moderate
8/19/2024,PM2.5,23,Good
8/19/2024,PM10,21,Good
8/20/2024,OZONE,93,Moderate
8/20/2024,PM2.5,22,Good
8/20/2024,PM10,12,Good
8/21/2024,OZONE,87,Moderate
8/21/2024,PM2.5,22,Good
8/21/2024,PM10,12,Good
8/22/2024,OZONE,61,Moderate
8/22/2024,PM2.5,52,Moderate
8/22/2024,PM10,16,Good
8/23/2024,OZONE,58,Moderate
8/23/2024,PM2.5,34,Good
8/23/2024,PM10,14,Good
8/24/2024,OZONE,47,Good
8/24/2024,PM2.5,23,Good
8/24/2024,PM10,10,Good
8/25/2024,OZONE,44,Good
8/25/2024,PM2.5,17,Good
8/25/2024,PM10,7,Good
8/26/2024,OZONE,45,Good
8/26/2024,PM2.5,19,Good
8/26/2024,PM10,12,Good
8/27/2024,OZONE,90,Moderate
8/27/2024,PM2.5,27,Good
8/27/2024,PM10,17,Good
8/28/2024,OZONE,90,Moderate
8/28/2024,PM2.5,34,Good
8/28/2024,PM10,20,Good
8/29/2024,OZONE,87,Moderate
8/29/2024,PM2.5,35,Good
8/29/2024,PM10,27,Good
8/30/2024,OZONE,108,Unhealthy for Sensitive Groups
8/30/2024,PM2.5,46,Good
8/30/2024,PM10,27,Good
8/31/2024,OZONE,108,Unhealthy for Sensitive Groups
8/31/2024,PM2.5,57,Moderate
8/31/2024,PM10,28,Good
9/1/2024,OZONE,80,Moderate
9/1/2024,PM2.5,51,Moderate
9/1/2024,PM10,19,Good
9/2/2024,OZONE,93,Moderate
9/2/2024,PM2.5,36,Good
9/2/2024,PM10,18,Good
9/3/2024,OZONE,101,Unhealthy for Sensitive Groups
9/3/2024,PM2.5,39,Good
9/3/2024,PM10,32,Good
9/4/2024,OZONE,51,Moderate
9/4/2024,PM2.5,37,Good
9/4/2024,PM10,20,Good
9/5/2024,OZONE,51,Moderate
9/5/2024,PM2.5,44,Good
9/5/2024,PM10,16,Good
9/6/2024,OZONE,97,Moderate
9/6/2024,PM2.5,53,Moderate
9/6/2024,PM10,19,Good
9/7/2024,OZONE,97,Moderate
9/7/2024,PM2.5,52,Moderate
9/7/2024,PM10,19,Good
9/8/2024,OZONE,84,Moderate
9/8/2024,PM2.5,50,Good
9/8/2024,PM10,18,Good
9/9/2024,OZONE,71,Moderate
9/9/2024,PM2.5,47,Good
9/9/2024,PM10,20,Good
9/10/2024,OZONE,64,Moderate
9/10/2024,PM2.5,44,Good
9/10/2024,PM10,23,Good
9/11/2024,OZONE,54,Moderate
9/11/2024,PM2.5,42,Good
9/11/2024,PM10,19,Good
9/12/2024,OZONE,54,Moderate
9/12/2024,PM2.5,48,Good
9/12/2024,PM10,25,Good
9/13/2024,OZONE,77,Moderate
9/13/2024,PM2.5,58,Moderate
9/13/2024,PM10,44,Good
9/14/2024,OZONE,71,Moderate
9/14/2024,PM2.5,54,Moderate
9/14/2024,PM10,32,Good
9/15/2024,OZONE,74,Moderate
9/15/2024,PM2.5,48,Good
9/15/2024,PM10,26,Good
9/16/2024,OZONE,49,Good
9/16/2024,PM2.5,30,Good
9/16/2024,PM10,16,Good
9/17/2024,OZONE,46,Good
9/17/2024,PM2.5,21,Good
9/17/2024,PM10,14,Good
9/18/2024,OZONE,74,Moderate
9/18/2024,PM2.5,24,Good
9/18/2024,PM10,20,Good
9/19/2024,OZONE,74,Moderate
9/19/2024,PM2.5,29,Good
9/19/2024,PM10,20,Good
9/20/2024,OZONE,71,Moderate
9/20/2024,PM2.5,43,Good
9/20/2024,PM10,37,Good
9/21/2024,OZONE,49,Good
9/21/2024,PM2.5,27,Good
9/21/2024,PM10,23,Good
9/22/2024,OZONE,44,Good
9/22/2024,PM2.5,19,Good
9/22/2024,PM10,6,Good
9/23/2024,OZONE,64,Moderate
9/23/2024,PM2.5,30,Good
9/23/2024,PM10,17,Good
9/24/2024,OZONE,49,Good
9/24/2024,PM2.5,27,Good
9/24/2024,PM10,17,Good
9/25/2024,OZONE,50,Good
9/25/2024,PM2.5,27,Good
9/25/2024,PM10,18,Good
9/26/2024,OZONE,67,Moderate
9/26/2024,PM2.5,39,Good
9/26/2024,PM10,27,Good
9/27/2024,OZONE,80,Moderate
9/27/2024,PM2.5,45,Good
9/27/2024,PM10,32,Good
9/28/2024,OZONE,74,Moderate
9/28/2024,PM2.5,38,Good
9/28/2024,PM10,26,Good
9/29/2024,OZONE,58,Moderate
9/29/2024,PM2.5,38,Good
9/29/2024,PM10,20,Good
9/30/2024,OZONE,50,Good
9/30/2024,PM2.5,52,Moderate
9/30/2024,PM10,52,Moderate
10/1/2024,OZONE,54,Moderate
10/1/2024,PM2.5,91,Moderate
10/1/2024,PM10,69,Moderate
10/2/2024,OZONE,51,Moderate
10/2/2024,PM2.5,54,Moderate
10/2/2024,PM10,34,Good
10/3/2024,OZONE,49,Good
10/3/2024,PM2.5,57,Moderate
10/3/2024,PM10,54,Moderate
10/4/2024,OZONE,49,Good
10/4/2024,PM2.5,61,Moderate
10/4/2024,PM10,57,Moderate
10/5/2024,OZONE,49,Good
10/5/2024,PM2.5,53,Moderate
10/5/2024,PM10,39,Good
10/6/2024,OZONE,71,Moderate
10/6/2024,PM2.5,74,Moderate
10/6/2024,PM10,64,Moderate
10/7/2024,OZONE,49,Good
10/7/2024,PM2.5,73,Moderate
10/7/2024,PM10,50,Good
10/8/2024,OZONE,50,Good
10/8/2024,PM2.5,67,Moderate
10/8/2024,PM10,42,Good
10/9/2024,OZONE,51,Moderate
10/9/2024,PM2.5,65,Moderate
10/9/2024,PM10,30,Good
10/10/2024,OZONE,77,Moderate
10/10/2024,PM2.5,63,Moderate
10/10/2024,PM10,34,Good
10/11/2024,OZONE,48,Good
10/11/2024,PM2.5,76,Moderate
10/11/2024,PM10,53,Moderate
10/12/2024,OZONE,58,Moderate
10/12/2024,PM2.5,59,Moderate
10/12/2024,PM10,38,Good
10/13/2024,OZONE,49,Good
10/13/2024,PM2.5,63,Moderate
10/13/2024,PM10,40,Good
10/14/2024,OZONE,58,Moderate
10/14/2024,PM2.5,59,Moderate
10/14/2024,PM10,47,Good
10/15/2024,OZONE,58,Moderate
10/15/2024,PM2.5,58,Moderate
10/15/2024,PM10,55,Moderate
10/16/2024,OZONE,54,Moderate
10/16/2024,PM2.5,59,Moderate
10/16/2024,PM10,60,Moderate
10/17/2024,OZONE,44,Good
10/17/2024,PM2.5,27,Good
10/17/2024,PM10,28,Good
10/18/2024,OZONE,35,Good
10/18/2024,PM2.5,52,Moderate
10/18/2024,PM10,32,Good
10/19/2024,OZONE,36,Good
10/19/2024,PM2.5,61,Moderate
10/19/2024,PM10,29,Good
10/20/2024,OZONE,54,Moderate
10/20/2024,PM2.5,53,Moderate
10/20/2024,PM10,18,Good
10/21/2024,OZONE,44,Good
10/21/2024,PM2.5,19,Good
10/21/2024,PM10,11,Good
10/22/2024,OZONE,43,Good
10/22/2024,PM2.5,24,Good
10/22/2024,PM10,22,Good
10/23/2024,OZONE,44,Good
10/23/2024,PM2.5,44,Good
10/23/2024,PM10,27,Good
10/24/2024,OZONE,48,Good
10/24/2024,PM2.5,51,Moderate
10/24/2024,PM10,41,Good
10/25/2024,OZONE,54,Moderate
10/25/2024,PM2.5,57,Moderate
10/25/2024,PM10,39,Good
10/26/2024,OZONE,51,Moderate
10/26/2024,PM2.5,56,Moderate
10/26/2024,PM10,36,Good
10/27/2024,OZONE,43,Good
10/27/2024,PM2.5,41,Good
10/27/2024,PM10,21,Good
10/28/2024,OZONE,36,Good
10/28/2024,PM2.5,54,Moderate
10/28/2024,PM10,39,Good
10/29/2024,OZONE,37,Good
10/29/2024,PM2.5,54,Moderate
10/29/2024,PM10,47,Good
10/30/2024,OZONE,37,Good
10/30/2024,PM2.5,52,Moderate
10/30/2024,PM10,15,Good
10/31/2024,OZONE,44,Good
10/31/2024,PM2.5,54,Moderate
10/31/2024,PM10,17,Good
11/1/2024,OZONE,43,Good
11/1/2024,PM2.5,54,Moderate
11/1/2024,PM10,27,Good
11/2/2024,OZONE,44,Good
11/2/2024,PM2.5,57,Moderate
11/2/2024,PM10,26,Good
11/3/2024,OZONE,46,Good
11/3/2024,PM2.5,41,Good
11/3/2024,PM10,15,Good
11/4/2024,OZONE,40,Good
11/4/2024,PM2.5,28,Good
11/4/2024,PM10,9,Good
11/5/2024,OZONE,42,Good
11/5/2024,PM2.5,19,Good
11/5/2024,PM10,10,Good
11/6/2024,OZONE,29,Good
11/6/2024,PM2.5,32,Good
11/6/2024,PM10,8,Good
11/7/2024,OZONE,35,Good
11/7/2024,PM2.5,57,Moderate
11/7/2024,PM10,12,Good
11/8/2024,OZONE,37,Good
11/8/2024,PM2.5,56,Moderate
11/8/2024,PM10,13,Good
11/9/2024,OZONE,44,Good
11/9/2024,PM2.5,40,Good
11/9/2024,PM10,9,Good
11/10/2024,OZONE,45,Good
11/10/2024,PM2.5,54,Moderate
11/10/2024,PM10,12,Good
11/11/2024,OZONE,48,Good
11/11/2024,PM2.5,55,Moderate
11/11/2024,PM10,36,Good
11/12/2024,OZONE,48,Good
11/12/2024,PM2.5,56,Moderate
11/12/2024,PM10,27,Good
11/13/2024,OZONE,47,Good
11/13/2024,PM2.5,34,Good
11/13/2024,PM10,22,Good
11/14/2024,OZONE,49,Good
11/14/2024,PM2.5,53,Moderate
11/14/2024,PM10,32,Good
11/15/2024,OZONE,47,Good
11/15/2024,PM2.5,65,Moderate
11/15/2024,PM10,38,Good
11/16/2024,OZONE,49,Good
11/16/2024,PM2.5,57,Moderate
11/16/2024,PM10,23,Good
11/17/2024,OZONE,50,Good
11/17/2024,PM2.5,31,Good
11/17/2024,PM10,15,Good
11/18/2024,OZONE,42,Good
11/18/2024,PM2.5,40,Good
11/18/2024,PM10,19,Good
11/19/2024,OZONE,44,Good
11/19/2024,PM2.5,19,Good
11/19/2024,PM10,13,Good
11/20/2024,OZONE,45,Good
11/20/2024,PM2.5,31,Good
11/20/2024,PM10,19,Good
11/21/2024,OZONE,44,Good
11/21/2024,PM2.5,66,Moderate
11/21/2024,PM10,44,Good
11/22/2024,OZONE,45,Good
11/22/2024,PM2.5,71,Moderate
11/22/2024,PM10,45,Good
11/23/2024,OZONE,49,Good
11/23/2024,PM2.5,62,Moderate
11/23/2024,PM10,29,Good
11/24/2024,OZONE,44,Good
11/24/2024,PM2.5,47,Good
11/24/2024,PM10,22,Good
11/25/2024,OZONE,45,Good
11/25/2024,PM2.5,38,Good
11/25/2024,PM10,11,Good
11/26/2024,OZONE,42,Good
11/26/2024,PM2.5,51,Moderate
11/26/2024,PM10,23,Good
11/27/2024,OZONE,44,Good
11/27/2024,PM2.5,28,Good
11/27/2024,PM10,8,Good
11/28/2024,OZONE,47,Good
11/28/2024,PM2.5,52,Moderate
11/28/2024,PM10,8,Good
11/29/2024,OZONE,51,Moderate
11/29/2024,PM2.5,39,Good
11/29/2024,PM10,10,Good
11/30/2024,OZONE,51,Moderate
11/30/2024,PM2.5,23,Good
11/30/2024,PM10,8,Good
12/1/2024,OZONE,47,Good
12/1/2024,PM2.5,46,Good
12/1/2024,PM10,13,Good
12/2/2024,OZONE,42,Good
12/2/2024,PM2.5,59,Moderate
12/2/2024,PM10,28,Good
12/3/2024,OZONE,44,Good
12/3/2024,PM2.5,51,Moderate
12/3/2024,PM10,30,Good
12/4/2024,OZONE,44,Good
12/4/2024,PM2.5,49,Good
12/4/2024,PM10,24,Good
12/5/2024,OZONE,43,Good
12/5/2024,PM2.5,58,Moderate
12/5/2024,PM10,31,Good
12/6/2024,OZONE,44,Good
12/6/2024,PM2.5,54,Moderate
12/6/2024,PM10,27,Good
12/7/2024,OZONE,44,Good
12/7/2024,PM2.5,54,Moderate
12/7/2024,PM10,19,Good
12/8/2024,OZONE,44,Good
12/8/2024,PM2.5,40,Good
12/8/2024,PM10,18,Good
12/9/2024,OZONE,43,Good
12/9/2024,PM2.5,33,Good
12/9/2024,PM10,13,Good
12/10/2024,OZONE,44,Good
12/10/2024,PM2.5,41,Good
12/10/2024,PM10,10,Good
12/11/2024,OZONE,46,Good
12/11/2024,PM2.5,35,Good
12/11/2024,PM10,18,Good
12/12/2024,OZONE,44,Good
12/12/2024,PM2.5,53,Moderate
12/12/2024,PM10,26,Good
12/13/2024,OZONE,45,Good
12/13/2024,PM2.5,46,Good
12/13/2024,PM10,23,Good
12/14/2024,OZONE,44,Good
12/14/2024,PM2.5,38,Good
12/14/2024,PM10,16,Good
12/15/2024,OZONE,51,Moderate
12/15/2024,PM2.5,34,Good
12/15/2024,PM10,18,Good
12/16/2024,OZONE,46,Good
12/16/2024,PM2.5,41,Good
12/16/2024,PM10,31,Good
12/17/2024,OZONE,46,Good
12/17/2024,PM2.5,52,Moderate
12/17/2024,PM10,23,Good
12/18/2024,OZONE,47,Good
12/18/2024,PM2.5,55,Moderate
12/18/2024,PM10,27,Good
12/19/2024,OZONE,47,Good
12/19/2024,PM2.5,33,Good
12/19/2024,PM10,21,Good
12/20/2024,OZONE,49,Good
12/20/2024,PM2.5,52,Moderate
12/20/2024,PM10,27,Good
12/21/2024,OZONE,48,Good
12/21/2024,PM2.5,56,Moderate
12/21/2024,PM10,19,Good
12/22/2024,OZONE,40,Good
12/22/2024,PM2.5,52,Moderate
12/22/2024,PM10,23,Good
12/23/2024,OZONE,39,Good
12/23/2024,PM2.5,56,Moderate
12/23/2024,PM10,37,Good
12/24/2024,OZONE,58,Moderate
12/24/2024,PM2.5,53,Moderate
12/24/2024,PM10,19,Good
12/25/2024,OZONE,47,Good
12/25/2024,PM2.5,52,Moderate
12/25/2024,PM10,14,Good
12/26/2024,OZONE,44,Good
12/26/2024,PM2.5,39,Good
12/26/2024,PM10,11,Good
12/27/2024,OZONE,44,Good
12/27/2024,PM2.5,22,Good
12/27/2024,PM10,10,Good
12/28/2024,OZONE,42,Good
12/28/2024,PM2.5,22,Good
12/28/2024,PM10,10,Good
12/29/2024,OZONE,41,Good
12/29/2024,PM2.5,24,Good
12/29/2024,PM10,10,Good
12/30/2024,OZONE,44,Good
12/30/2024,PM2.5,12,Good
12/30/2024,PM10,6,Good
12/31/2024,OZONE,41,Good
12/31/2024,PM2.5,26,Good
12/31/2024,PM10,9,Good
1/1/2025,OZONE,46,Good
1/1/2025,PM2.5,41,Good
1/1/2025,PM10,11,Good
1/2/2025,OZONE,51,Moderate
1/2/2025,PM2.5,48,Good
1/2/2025,PM10,19,Good
1/3/2025,OZONE,48,Good
1/3/2025,PM2.5,71,Moderate
1/3/2025,PM10,35,Good
1/4/2025,OZONE,45,Good
1/4/2025,PM2.5,59,Moderate
1/4/2025,PM10,19,Good
1/5/2025,OZONE,43,Good
1/5/2025,PM2.5,51,Moderate
1/5/2025,PM10,12,Good
1/6/2025,OZONE,39,Good
1/6/2025,PM2.5,56,Moderate
1/6/2025,PM10,16,Good
1/7/2025,OZONE,40,Good
1/7/2025,PM2.5,58,Moderate
1/7/2025,PM10,13,Good
1/8/2025,OZONE,48,Good
1/8/2025,PM2.5,61,Moderate
1/8/2025,PM10,20,Good
1/9/2025,OZONE,42,Good
1/9/2025,PM2.5,48,Good
1/9/2025,PM10,13,Good
1/10/2025,OZONE,44,Good
1/10/2025,PM2.5,51,Moderate
1/10/2025,PM10,17,Good
1/11/2025,OZONE,44,Good
1/11/2025,PM2.5,23,Good
1/11/2025,PM10,10,Good
1/12/2025,OZONE,38,Good
1/12/2025,PM2.5,21,Good
1/12/2025,PM10,6,Good
1/13/2025,OZONE,40,Good
1/13/2025,PM2.5,26,Good
1/13/2025,PM10,9,Good
1/14/2025,OZONE,46,Good
1/14/2025,PM2.5,30,Good
1/14/2025,PM10,13,Good
1/15/2025,OZONE,46,Good
1/15/2025,PM2.5,37,Good
1/15/2025,PM10,17,Good
1/16/2025,OZONE,54,Moderate
1/16/2025,PM2.5,62,Moderate
1/16/2025,PM10,40,Good
1/17/2025,OZONE,45,Good
1/17/2025,PM2.5,43,Good
1/17/2025,PM10,31,Good
1/18/2025,OZONE,39,Good
1/18/2025,PM2.5,32,Good
1/18/2025,PM10,7,Good
1/19/2025,OZONE,44,Good
1/19/2025,PM2.5,53,Moderate
1/19/2025,PM10,11,Good
1/20/2025,OZONE,47,Good
1/20/2025,PM2.5,49,Good
1/20/2025,PM10,9,Good
